SBA Disaster Loan Data,,,,,,,Report Run Date:  12/1/2017 ,,,,,,
,,,,,,,Report Run Time:   3:09:56PM,,,,,,
Reporting Period:  10/01/2016 - 09/30/2017,,,,,,,,,,,,,
Declaration Type(s):  'ALL',,,,,,,,,,,,,
SBA Physical Declaration Number,SBA EIDL Declaration Number,FEMA Disaster Number,SBA Disaster Number,Damaged Property City Name,Damaged Property Zip Code,Damaged Property County/Parish Name,Damaged Property State Code,Total Verified Loss,Verified Loss Real Estate,Verified Loss Content,Total Approved Loan Amount,Approved Amount Real Estate,Approved Amount Content
14911,14912,4285,NC-00081,KENANSVILLE,28349,DUPLIN,NC,"36,625.00","36,325.00",300.00,"13,300.00","13,000.00",300.00
14911,14912,4285,NC-00081,KENLY,27542,JOHNSTON,NC,"121,885.00","75,880.00","46,005.00","30,300.00","23,700.00","6,600.00"
14911,14912,4285,NC-00081,KENLY,27542,WILSON,NC,"131,610.00","93,310.00","38,300.00","108,400.00","70,100.00","38,300.00"
14911,14912,4285,NC-00081,KILL DEVIL HILLS,27948,DARE,NC,"582,396.00","393,491.00","188,905.00","191,600.00","122,200.00","69,400.00"
14911,14912,4285,NC-00081,KINSTON,28501,JONES,NC,"209,826.00","151,906.00","57,920.00","127,900.00","109,300.00","18,600.00"
14911,14912,4285,NC-00081,KINSTON,28501,LENOIR,NC,"3,190,218.00","2,181,683.00","1,008,535.00","1,673,000.00","1,176,000.00","497,000.00"
14911,14912,4285,NC-00081,KINSTON,28501,WAYNE,NC,"5,200.00",0.00,"5,200.00",0.00,0.00,0.00
14911,14912,4285,NC-00081,KINSTON,28502,LENOIR,NC,"18,100.00",0.00,"18,100.00","18,100.00",0.00,"18,100.00"
14911,14912,4285,NC-00081,KINSTON,28503,LENOIR,NC,"28,331.00","28,331.00",0.00,"25,000.00","25,000.00",0.00
14911,14912,4285,NC-00081,KINSTON,28504,JONES,NC,"8,280.00","8,280.00",0.00,"8,300.00","8,300.00",0.00
14911,14912,4285,NC-00081,KINSTON,28504,LENOIR,NC,"1,559,866.00","1,095,285.00","464,581.00","632,800.00","475,700.00","157,100.00"
14911,14912,4285,NC-00081,KITTY HAWK,27949,DARE,NC,"108,735.00","33,565.00","75,170.00","31,500.00","15,100.00","16,400.00"
14911,14912,4285,NC-00081,KNIGHTDALE,27545,WAKE,NC,"19,644.00","18,144.00","1,500.00","19,800.00","18,300.00","1,500.00"
14911,14912,4285,NC-00081,LA GRANGE,28551,LENOIR,NC,"559,941.00","440,624.00","119,317.00","325,700.00","254,900.00","70,800.00"
14911,14912,4285,NC-00081,LA GRANGE,28551,WAYNE,NC,"424,590.00","305,490.00","119,100.00","206,900.00","139,800.00","67,100.00"
14911,14912,4285,NC-00081,LAKE WACCAMAW,28450,COLUMBUS,NC,"186,505.00","165,335.00","21,170.00","50,200.00","46,700.00","3,500.00"
14911,14912,4285,NC-00081,LAUREL HILL,28351,SCOTLAND,NC,"21,412.00","21,412.00",0.00,"21,500.00","21,500.00",0.00
14911,14912,4285,NC-00081,LAURINBURG,28352,SCOTLAND,NC,"149,230.00","124,630.00","24,600.00","63,800.00","55,400.00","8,400.00"
14911,14912,4285,NC-00081,LAURINBURG,28353,SCOTLAND,NC,"17,512.00","17,512.00",0.00,"17,300.00","17,300.00",0.00
14911,14912,4285,NC-00081,LELAND,28451,BRUNSWICK,NC,"42,529.00","42,529.00",0.00,"33,000.00","33,000.00",0.00
14911,14912,4285,NC-00081,LEWISTON WOODVILLE,27849,BERTIE,NC,"15,486.00","13,086.00","2,400.00",0.00,0.00,0.00
14911,14912,4285,NC-00081,LILESVILLE,28091,ANSON,NC,"21,967.00","18,667.00","3,300.00","22,000.00","18,700.00","3,300.00"
14911,14912,4285,NC-00081,LILLINGTON,27546,HARNETT,NC,"370,942.00","319,017.00","51,925.00","147,000.00","128,800.00","18,200.00"
14911,14912,4285,NC-00081,LINDEN,28356,CUMBERLAND,NC,"407,395.00","348,065.00","59,330.00","53,700.00","39,900.00","13,800.00"
14911,14912,4285,NC-00081,LINDEN,28356,HARNETT,NC,"750,471.00","502,061.00","248,410.00","361,000.00","270,500.00","90,500.00"
14911,14912,4285,NC-00081,LITTLETON,27850,HALIFAX,NC,"16,704.00","16,704.00",0.00,"15,900.00","15,900.00",0.00
14911,14912,4285,NC-00081,LUCAMA,27851,WILSON,NC,"195,030.00","91,731.00","103,299.00","105,900.00","57,300.00","48,600.00"
14911,14912,4285,NC-00081,LUMBER BRIDGE,28357,HOKE,NC,"99,628.00","89,758.00","9,870.00","83,900.00","74,000.00","9,900.00"
14911,14912,4285,NC-00081,LUMBER BRIDGE,28357,ROBESON,NC,"73,363.00","67,363.00","6,000.00","12,800.00","12,800.00",0.00
14911,14912,4285,NC-00081,LUMBERTON,28358,ROBESON,NC,"15,923,199.00","10,325,950.00","5,597,249.00","7,853,600.00","5,451,400.00","2,402,200.00"
14911,14912,4285,NC-00081,LUMBERTON,28359,ROBESON,NC,"380,991.00","227,376.00","153,615.00","180,300.00","106,200.00","74,100.00"
14911,14912,4285,NC-00081,LUMBERTON,28360,ROBESON,NC,"5,129,744.00","3,425,698.00","1,704,046.00","2,461,900.00","1,757,400.00","699,500.00"
14911,14912,4285,NC-00081,MACCLESFIELD,27852,EDGECOMBE,NC,"88,258.00","70,408.00","17,850.00","79,000.00","61,100.00","17,900.00"
14911,14912,4285,NC-00081,MACCLESFIELD,27852,PITT,NC,"22,901.00","16,136.00","6,765.00",0.00,0.00,0.00
14911,14912,4285,NC-00081,MAGNOLIA,28453,DUPLIN,NC,"41,838.00","24,122.00","17,716.00","22,900.00","16,000.00","6,900.00"
14911,14912,4285,NC-00081,MANNS HARBOR,27953,DARE,NC,"17,825.00","5,400.00","12,425.00",0.00,0.00,0.00
14911,14912,4285,NC-00081,MANTEO,27954,DARE,NC,"257,950.00","189,415.00","68,535.00","130,500.00","111,500.00","19,000.00"
14911,14912,4285,NC-00081,MAPLE,27956,CURRITUCK,NC,"18,270.00","17,770.00",500.00,0.00,0.00,0.00
14911,14912,4285,NC-00081,MAPLE HILL,28454,PENDER,NC,"10,268.00","10,268.00",0.00,"10,300.00","10,300.00",0.00
14911,14912,4285,NC-00081,MARSTON,28363,SCOTLAND,NC,"10,433.00","10,433.00",0.00,"10,500.00","10,500.00",0.00
14911,14912,4285,NC-00081,MAXTON,28364,ROBESON,NC,"1,269,938.00","1,106,320.00","163,618.00","834,500.00","689,900.00","144,600.00"
14911,14912,4285,NC-00081,MAYSVILLE,28555,JONES,NC,"5,468.00","5,468.00",0.00,0.00,0.00,0.00
14911,14912,4285,NC-00081,MERRY HILL,27957,BERTIE,NC,"41,999.00","39,674.00","2,325.00","40,500.00","38,200.00","2,300.00"
14911,14912,4285,NC-00081,MOREHEAD CITY,28557,CARTERET,NC,"9,102.00","3,802.00","5,300.00","9,200.00","3,900.00","5,300.00"
14911,14912,4285,NC-00081,MORVEN,28119,ANSON,NC,"91,891.00","75,160.00","16,731.00",0.00,0.00,0.00
14911,14912,4285,NC-00081,MOUNT OLIVE,28365,DUPLIN,NC,"14,222.00","14,222.00",0.00,0.00,0.00,0.00
14911,14912,4285,NC-00081,MOUNT OLIVE,28365,SAMPSON,NC,"19,762.00","19,762.00",0.00,"19,400.00","19,400.00",0.00
14911,14912,4285,NC-00081,MOUNT OLIVE,28365,WAYNE,NC,"363,387.00","313,772.00","49,615.00","228,400.00","192,200.00","36,200.00"
14911,14912,4285,NC-00081,MOYOCK,27958,CURRITUCK,NC,"474,282.00","400,797.00","73,485.00","329,700.00","276,500.00","53,200.00"
14911,14912,4285,NC-00081,MOYOCK,27958,DARE,NC,"11,946.00","4,746.00","7,200.00",0.00,0.00,0.00
14911,14912,4285,NC-00081,MURFREESBORO,27855,HERTFORD,NC,"6,522.00","6,522.00",0.00,"6,600.00","6,600.00",0.00
14911,14912,4285,NC-00081,NAGS HEAD,27959,DARE,NC,"295,420.00","117,190.00","178,230.00","108,400.00","49,000.00","59,400.00"
14911,14912,4285,NC-00081,NAKINA,28455,COLUMBUS,NC,"66,393.00","66,393.00",0.00,"57,000.00","57,000.00",0.00
14911,14912,4285,NC-00081,NASHVILLE,27856,NASH,NC,"200,329.00","75,479.00","124,850.00","81,300.00","46,600.00","34,700.00"
14911,14912,4285,NC-00081,NEW BERN,28560,CRAVEN,NC,"46,407.00","40,307.00","6,100.00","40,800.00","34,700.00","6,100.00"
14911,14912,4285,NC-00081,NEW BERN,28562,CRAVEN,NC,"161,930.00","122,980.00","38,950.00","31,400.00","31,400.00",0.00
14911,14912,4285,NC-00081,NEWPORT,28570,CARTERET,NC,"187,385.00","180,130.00","7,255.00","174,900.00","172,600.00","2,300.00"
14911,14912,4285,NC-00081,NEWTON GROVE,28366,JOHNSTON,NC,"53,933.00","53,933.00",0.00,"42,000.00","42,000.00",0.00
14911,14912,4285,NC-00081,NEWTON GROVE,28366,SAMPSON,NC,"73,543.00","72,288.00","1,255.00","63,700.00","62,400.00","1,300.00"
14911,14912,4285,NC-00081,OAK ISLAND,28465,BRUNSWICK,NC,"96,245.00","83,185.00","13,060.00",0.00,0.00,0.00
14911,14912,4285,NC-00081,OCEAN ISL BCH,28469,BRUNSWICK,NC,"4,061.00",0.00,"4,061.00",0.00,0.00,0.00
14911,14912,4285,NC-00081,OCEAN ISLE BEACH,28469,BRUNSWICK,NC,"33,543.00","26,693.00","6,850.00","15,300.00","13,500.00","1,800.00"
14911,14912,4285,NC-00081,OCRACOKE,27960,HYDE,NC,"73,188.00","38,036.00","35,152.00","38,500.00","22,600.00","15,900.00"
14911,14912,4285,NC-00081,ORRUM,28369,ROBESON,NC,"513,499.00","307,389.00","206,110.00","96,000.00","96,000.00",0.00
14911,14912,4285,NC-00081,PANTEGO,27860,BEAUFORT,NC,"23,414.00","18,414.00","5,000.00","20,100.00","18,500.00","1,600.00"
14911,14912,4285,NC-00081,PARKTON,28371,CUMBERLAND,NC,"696,002.00","496,897.00","199,105.00","454,200.00","330,700.00","123,500.00"
14911,14912,4285,NC-00081,PARKTON,28371,HOKE,NC,"27,243.00","25,443.00","1,800.00","25,000.00","23,200.00","1,800.00"
14911,14912,4285,NC-00081,PARKTON,28371,ROBESON,NC,"262,237.00","187,917.00","74,320.00","79,700.00","58,000.00","21,700.00"
14911,14912,4285,NC-00081,PEMBROKE,28372,ROBESON,NC,"1,048,978.00","837,775.00","211,203.00","604,200.00","526,200.00","78,000.00"
14911,14912,4285,NC-00081,PENDLETON,27862,NORTHAMPTON,NC,"11,031.00","9,331.00","1,700.00",0.00,0.00,0.00
14911,14912,4285,NC-00081,PIKEVILLE,27863,WAYNE,NC,"217,296.00","211,286.00","6,010.00","231,500.00","190,200.00","6,000.00"
14911,14912,4285,NC-00081,PINE LEVEL,27568,JOHNSTON,NC,"28,816.00","25,816.00","3,000.00",0.00,0.00,0.00
14911,14912,4285,NC-00081,PINETOPS,27864,EDGECOMBE,NC,"1,487,932.00","1,041,122.00","446,810.00","487,400.00","361,500.00","125,900.00"
14911,14912,4285,NC-00081,PINK HILL,28572,DUPLIN,NC,"15,282.00","15,282.00",0.00,"15,300.00","15,300.00",0.00
14911,14912,4285,NC-00081,PINK HILL,28572,LENOIR,NC,"17,513.00","16,943.00",570.00,"10,300.00","9,700.00",600.00
14911,14912,4285,NC-00081,PLYMOUTH,27962,WASHINGTON,NC,"195,891.00","111,341.00","84,550.00","36,800.00","35,000.00","1,800.00"
14911,14912,4285,NC-00081,POINT HARBOR,27964,CURRITUCK,NC,"125,269.00","97,994.00","27,275.00",0.00,0.00,0.00
14911,14912,4285,NC-00081,POLLOCKSVILLE,28573,JONES,NC,"46,917.00","44,717.00","2,200.00","32,200.00","30,000.00","2,200.00"
14911,14912,4285,NC-00081,POPLAR BRANCH,27965,CURRITUCK,NC,"168,585.00","138,485.00","30,100.00","17,900.00","12,900.00","5,000.00"
14911,14912,4285,NC-00081,PRINCETON,27569,JOHNSTON,NC,"298,479.00","222,004.00","76,475.00","147,200.00","82,700.00","64,500.00"
14911,14912,4285,NC-00081,PRINCETON,27569,WAYNE,NC,"274,865.00","243,390.00","31,475.00","255,000.00","224,100.00","30,900.00"
14911,14912,4285,NC-00081,PRINCEVILLE,27886,EDGECOMBE,NC,"3,626,871.00","2,410,074.00","1,216,797.00","1,338,200.00","828,000.00","480,300.00"
14911,14912,4285,NC-00081,PROCTORVILLE,28375,ROBESON,NC,"33,327.00","22,577.00","10,750.00","25,000.00","18,200.00","6,800.00"
14911,14912,4285,NC-00081,RAEFORD,28376,HOKE,NC,"1,289,621.00","1,109,812.00","179,809.00","797,000.00","702,300.00","94,700.00"
14911,14912,4285,NC-00081,RALEIGH,27603,WAKE,NC,"156,474.00","127,524.00","28,950.00","146,400.00","117,400.00","29,000.00"
14911,14912,4285,NC-00081,RALEIGH,27604,WAKE,NC,"42,332.00","39,182.00","3,150.00","1,600.00","1,600.00",0.00
14911,14912,4285,NC-00081,RALEIGH,27605,WAKE,NC,"62,771.00","37,846.00","24,925.00","34,700.00","18,700.00","16,000.00"
14911,14912,4285,NC-00081,RALEIGH,27606,WAKE,NC,"46,014.00","40,664.00","5,350.00","38,200.00","33,000.00","5,200.00"
14911,14912,4285,NC-00081,RALEIGH,27608,WAKE,NC,"13,247.00","13,247.00",0.00,"12,500.00","12,500.00",0.00
14911,14912,4285,NC-00081,RALEIGH,27609,WAKE,NC,"8,626.00","5,326.00","3,300.00","5,500.00","5,000.00",500.00
14911,14912,4285,NC-00081,RALEIGH,27610,WAKE,NC,"164,932.00","117,569.00","47,363.00","67,800.00","54,200.00","13,600.00"
14911,14912,4285,NC-00081,RALEIGH,27612,WAKE,NC,"69,672.00","53,547.00","16,125.00","61,600.00","45,700.00","15,900.00"
14911,14912,4285,NC-00081,RALEIGH,27614,WAKE,NC,"111,163.00","65,763.00","45,400.00","94,400.00","54,400.00","40,000.00"
14911,14912,4285,NC-00081,RALEIGH,27615,WAKE,NC,"59,436.00","59,436.00",0.00,"33,400.00","33,400.00",0.00
14911,14912,4285,NC-00081,RED SPRINGS,28377,HOKE,NC,"136,867.00","120,867.00","16,000.00","38,500.00","37,100.00","1,400.00"
14911,14912,4285,NC-00081,RED SPRINGS,28377,ROBESON,NC,"1,014,566.00","753,041.00","261,525.00","509,900.00","408,500.00","101,400.00"
14911,14912,4285,NC-00081,RICH SQUARE,27869,NORTHAMPTON,NC,"10,309.00","10,309.00",0.00,"10,400.00","10,400.00",0.00
14911,14912,4285,NC-00081,RIEGELWOOD,28456,BLADEN,NC,"238,455.00","189,555.00","48,900.00","62,400.00","57,700.00","4,700.00"
14911,14912,4285,NC-00081,RIEGELWOOD,28456,COLUMBUS,NC,"213,879.00","189,664.00","24,215.00","53,300.00","43,000.00","10,300.00"
14911,14912,4285,NC-00081,ROANOKE RAPIDS,27870,HALIFAX,NC,"39,366.00","38,166.00","1,200.00","32,400.00","31,200.00","1,200.00"
14911,14912,4285,NC-00081,ROBERSONVILLE,27871,MARTIN,NC,"66,544.00","61,644.00","4,900.00","34,800.00","33,600.00","1,200.00"
14911,14912,4285,NC-00081,ROBERSONVILLE,27871,PITT,NC,"26,344.00","16,344.00","10,000.00",0.00,0.00,0.00
14911,14912,4285,NC-00081,ROCKINGHAM,28379,RICHMOND,NC,"51,230.00","51,230.00",0.00,"46,500.00","46,500.00",0.00
14911,14912,4285,NC-00081,ROCKY MOUNT,27801,EDGECOMBE,NC,"762,910.00","555,459.00","207,451.00","387,800.00","298,200.00","89,600.00"
14911,14912,4285,NC-00081,ROCKY MOUNT,27803,NASH,NC,"306,424.00","227,944.00","78,480.00","174,300.00","123,600.00","50,700.00"
14911,14912,4285,NC-00081,ROCKY MOUNT,27804,NASH,NC,"913,131.00","676,039.00","237,092.00","394,700.00","289,800.00","104,900.00"
14911,14912,4285,NC-00081,ROCKY POINT,28457,PENDER,NC,"43,641.00","43,641.00",0.00,"31,900.00","31,900.00",0.00
14911,14912,4285,NC-00081,RODANTHE,27968,DARE,NC,"20,491.00","20,491.00",0.00,0.00,0.00,0.00
14911,14912,4285,NC-00081,ROLESVILLE,27571,WAKE,NC,"8,281.00","8,281.00",0.00,"8,100.00","8,100.00",0.00
14911,14912,4285,NC-00081,ROSE HILL,28458,DUPLIN,NC,"32,444.00","31,844.00",600.00,0.00,0.00,0.00
14911,14912,4285,NC-00081,ROSE HILL,28458,SAMPSON,NC,"109,011.00","86,711.00","22,300.00",0.00,0.00,0.00
14911,14912,4285,NC-00081,ROSEBORO,28382,BLADEN,NC,"176,505.00","155,340.00","21,165.00",0.00,0.00,0.00
14911,14912,4285,NC-00081,ROSEBORO,28382,SAMPSON,NC,"181,306.00","147,546.00","33,760.00","111,200.00","83,300.00","27,900.00"
14911,14912,4285,NC-00081,ROWLAND,28383,ROBESON,NC,"1,251,230.00","975,526.00","275,704.00","674,000.00","544,400.00","129,600.00"
14911,14912,4285,NC-00081,SAINT PAULS,28384,BLADEN,NC,"147,125.00","102,125.00","45,000.00","15,900.00","15,900.00",0.00
14911,14912,4285,NC-00081,SAINT PAULS,28384,CUMBERLAND,NC,"127,507.00","122,727.00","4,780.00","25,700.00","25,700.00",0.00
14911,14912,4285,NC-00081,SAINT PAULS,28384,ROBESON,NC,"1,659,817.00","1,304,357.00","355,460.00","819,600.00","730,400.00","89,200.00"
14911,14912,4285,NC-00081,SALEMBURG,28385,SAMPSON,NC,"69,032.00","64,592.00","4,440.00","14,000.00","14,000.00",0.00
14911,14912,4285,NC-00081,SALVO,27972,DARE,NC,"9,312.00","9,312.00",0.00,0.00,0.00,0.00
14911,14912,4285,NC-00081,SANFORD,27330,LEE,NC,"86,745.00","77,645.00","9,100.00","79,800.00","70,700.00","9,100.00"
14911,14912,4285,NC-00081,SANFORD,27332,HARNETT,NC,"121,885.00","85,810.00","36,075.00","64,600.00","63,100.00","1,500.00"
14911,14912,4285,NC-00081,SANFORD,27332,LEE,NC,"126,813.00","100,818.00","25,995.00","35,200.00","33,500.00","1,700.00"
14911,14912,4285,NC-00081,SCOTLAND NECK,27874,HALIFAX,NC,"24,902.00","24,152.00",750.00,0.00,0.00,0.00
14911,14912,4285,NC-00081,SEABOARD,27876,NORTHAMPTON,NC,"98,626.00","96,426.00","2,200.00","97,000.00","94,800.00","2,200.00"
14911,14912,4285,NC-00081,SELMA,27576,JOHNSTON,NC,"244,102.00","230,152.00","13,950.00","137,900.00","123,900.00","14,000.00"
14911,14912,4285,NC-00081,SEVEN SPRINGS,28578,LENOIR,NC,"197,695.00","175,595.00","22,100.00","82,200.00","60,600.00","21,600.00"
14911,14912,4285,NC-00081,SEVEN SPRINGS,28578,WAYNE,NC,"628,646.00","460,971.00","167,675.00","238,300.00","164,800.00","73,500.00"
14911,14912,4285,NC-00081,SHALLOTTE,28470,BRUNSWICK,NC,"77,553.00","69,003.00","8,550.00","41,700.00","33,100.00","8,600.00"
14911,14912,4285,NC-00081,SHANNON,28386,HOKE,NC,"156,004.00","146,004.00","10,000.00","81,900.00","71,800.00","10,100.00"
14911,14912,4285,NC-00081,SHANNON,28386,ROBESON,NC,"152,776.00","129,226.00","23,550.00","103,200.00","90,900.00","12,300.00"
14911,14912,4285,NC-00081,SHARPSBURG,27878,NASH,NC,"61,561.00","53,961.00","7,600.00","25,000.00","23,400.00","1,600.00"
14911,14912,4285,NC-00081,SHILOH,27974,CAMDEN,NC,"28,320.00","24,069.00","4,251.00","28,400.00","24,100.00","4,300.00"
14911,14912,4285,NC-00081,SMITHFIELD,27577,JOHNSTON,NC,"1,415,119.00","1,072,103.00","343,016.00","778,200.00","623,900.00","154,300.00"
14911,14912,4285,NC-00081,SNOW HILL,28580,GREENE,NC,"550,156.00","418,071.00","132,085.00","230,300.00","162,100.00","68,200.00"
14911,14912,4285,NC-00081,SOUTH MILLS,27976,CAMDEN,NC,"985,660.00","641,000.00","344,660.00","498,100.00","320,900.00","177,200.00"
14911,14912,4285,NC-00081,SOUTHERN PINES,28387,MOORE,NC,"75,355.00","70,205.00","5,150.00","51,700.00","46,600.00","5,100.00"
14911,14912,4285,NC-00081,SOUTHERN SHORES,27949,DARE,NC,"28,745.00","17,820.00","10,925.00","16,300.00","14,700.00","1,600.00"
14911,14912,4285,NC-00081,SOUTHPORT,28461,BRUNSWICK,NC,"14,361.00","14,361.00",0.00,0.00,0.00,0.00
14911,14912,4285,NC-00081,SPRING HOPE,27882,NASH,NC,"16,114.00","16,114.00",0.00,"16,200.00","16,200.00",0.00
14911,14912,4285,NC-00081,SPRING LAKE,28390,CUMBERLAND,NC,"350,805.00","279,265.00","71,540.00","207,500.00","153,100.00","54,400.00"
14911,14912,4285,NC-00081,SPRING LAKE,28390,HARNETT,NC,"44,740.00","44,740.00",0.00,"43,100.00","43,100.00",0.00
14911,14912,4285,NC-00081,ST. PAULS,28384,ROBESON,NC,"66,732.00","61,032.00","5,700.00","53,300.00","52,600.00",700.00
14911,14912,4285,NC-00081,STANTONSBURG,27883,GREENE,NC,"200,839.00","127,146.00","73,693.00","33,000.00","24,700.00","8,300.00"
14911,14912,4285,NC-00081,STANTONSBURG,27883,WILSON,NC,"30,149.00","10,149.00","20,000.00","18,900.00","8,900.00","10,000.00"
14911,14912,4285,NC-00081,STEDMAN,28391,CUMBERLAND,NC,"281,303.00","210,648.00","70,655.00","256,300.00","185,600.00","70,700.00"
14911,14912,4285,NC-00081,STOKES,27884,PITT,NC,"52,194.00","40,154.00","12,040.00","37,200.00","30,100.00","7,100.00"
14911,14912,4285,NC-00081,SUNBURY,27979,GATES,NC,"7,000.00",0.00,"7,000.00","7,000.00",0.00,"7,000.00"
14911,14912,4285,NC-00081,SUNSET BEACH,28468,BRUNSWICK,NC,"47,606.00","47,606.00",0.00,"42,600.00","42,600.00",0.00
14911,14912,4285,NC-00081,SUPPLY,28462,BRUNSWICK,NC,"14,093.00","12,918.00","1,175.00",0.00,0.00,0.00
14911,14912,4285,NC-00081,SWANQUARTER,27885,HYDE,NC,"66,516.00","53,836.00","12,680.00","31,700.00","31,700.00",0.00
14911,14912,4285,NC-00081,SWANSBORO,28584,ONSLOW,NC,"7,051.00","7,051.00",0.00,"7,100.00","7,100.00",0.00
14911,14912,4285,NC-00081,TABOR CITY,28463,COLUMBUS,NC,"263,983.00","243,058.00","20,925.00","117,300.00","104,000.00","13,300.00"
14911,14912,4285,NC-00081,TAR HEEL,28392,BLADEN,NC,"23,134.00","13,134.00","10,000.00",0.00,0.00,0.00
14911,14912,4285,NC-00081,TARBORO,27886,EDGECOMBE,NC,"4,649,671.00","3,157,826.00","1,491,845.00","1,821,700.00","1,220,100.00","601,600.00"
14911,14912,4285,NC-00081,TRENTON,28585,JONES,NC,"454,600.00","387,570.00","67,030.00","240,000.00","221,300.00","4,000.00"
14911,14912,4285,NC-00081,TURKEY,28393,SAMPSON,NC,"10,994.00","10,994.00",0.00,"11,000.00","11,000.00",0.00
14911,14912,4285,NC-00081,TYNER,27980,CHOWAN,NC,"15,121.00","15,121.00",0.00,"14,100.00","14,100.00",0.00
14911,14912,4285,NC-00081,VANCEBORO,28586,CRAVEN,NC,"858,863.00","587,981.00","270,882.00","464,000.00","273,700.00","190,300.00"
14911,14912,4285,NC-00081,VASS,28394,MOORE,NC,"631,507.00","462,197.00","169,310.00","248,200.00","170,400.00","77,800.00"
14911,14912,4285,NC-00081,WADE,28395,CUMBERLAND,NC,"159,024.00","108,524.00","50,500.00","131,900.00","91,900.00","40,000.00"
14911,14912,4285,NC-00081,WAKE FOREST,27587,WAKE,NC,"12,825.00","12,825.00",0.00,0.00,0.00,0.00
14911,14912,4285,NC-00081,WALLACE,28466,DUPLIN,NC,"352,494.00","251,494.00","101,000.00","230,800.00","166,100.00","64,700.00"
14911,14912,4285,NC-00081,WALLACE,28466,PENDER,NC,"7,741.00","7,741.00",0.00,0.00,0.00,0.00
14911,14912,4285,NC-00081,WALSTONBURG,27888,GREENE,NC,"16,020.00","11,020.00","5,000.00","11,100.00","11,100.00",0.00
14911,14912,4285,NC-00081,WARSAW,28398,DUPLIN,NC,"381,615.00","332,765.00","48,850.00","251,900.00","222,000.00","29,900.00"
14911,14912,4285,NC-00081,WASHINGTON,27889,BEAUFORT,NC,"245,314.00","200,224.00","45,090.00","191,800.00","158,500.00","33,300.00"
14911,14912,4285,NC-00081,WASHINGTON,27889,MARTIN,NC,"151,884.00","151,884.00",0.00,"144,600.00","144,600.00",0.00
14911,14912,4285,NC-00081,WASHINGTON,27889,PITT,NC,"26,524.00","21,049.00","5,475.00","18,200.00","18,200.00",0.00
14911,14912,4285,NC-00081,WATHA,28478,PENDER,NC,"98,543.00","98,543.00",0.00,"97,100.00","97,100.00",0.00
14911,14912,4285,NC-00081,WEST END,27376,MOORE,NC,"4,748.00","3,698.00","1,050.00","4,800.00","3,700.00","1,100.00"
14911,14912,4285,NC-00081,WHISPERING PINES,28327,MOORE,NC,"3,745.00","3,645.00",100.00,0.00,0.00,0.00
14911,14912,4285,NC-00081,WHITAKERS,27891,EDGECOMBE,NC,"75,728.00","70,828.00","4,900.00","21,800.00","21,800.00",0.00
14911,14912,4285,NC-00081,WHITAKERS,27891,NASH,NC,"82,192.00","73,192.00","9,000.00","46,900.00","37,900.00","9,000.00"
14911,14912,4285,NC-00081,WHITE OAK,28399,BLADEN,NC,"212,864.00","148,149.00","64,715.00","42,600.00","39,400.00","3,200.00"
14911,14912,4285,NC-00081,WHITEVILLE,28472,COLUMBUS,NC,"1,483,314.00","1,247,029.00","236,285.00","703,000.00","595,300.00","107,700.00"
14911,14912,4285,NC-00081,WILLARD,28478,PENDER,NC,"27,740.00","27,740.00",0.00,"12,900.00","12,900.00",0.00
14911,14912,4285,NC-00081,WILLIAMSTON,27892,MARTIN,NC,"13,024.00","9,824.00","3,200.00","13,100.00","9,900.00","3,200.00"
14911,14912,4285,NC-00081,WILLOW SPRING,27592,WAKE,NC,"9,675.00","9,675.00",0.00,"8,300.00","8,300.00",0.00
14911,14912,4285,NC-00081,WILSON,27893,WAYNE,NC,"39,634.00","39,634.00",0.00,"24,400.00","24,400.00",0.00
14911,14912,4285,NC-00081,WILSON,27893,WILSON,NC,"199,436.00","150,981.00","48,455.00","61,000.00","30,200.00","30,800.00"
14911,14912,4285,NC-00081,WILSON,27896,WILSON,NC,"131,536.00","103,136.00","28,400.00","118,900.00","98,700.00","20,200.00"
14911,14912,4285,NC-00081,WINDSOR,27983,BERTIE,NC,"986,998.00","761,138.00","225,860.00","708,800.00","543,400.00","165,400.00"
14911,14912,4285,NC-00081,WINTERVILLE,28590,PITT,NC,"251,229.00","199,570.00","51,659.00","76,700.00","65,400.00","11,300.00"
14921,14922,4286,SC-00040,ADAMS RUN,29426,CHARLESTON,SC,"25,680.00","19,180.00","6,500.00","25,000.00","18,500.00","6,500.00"
14921,14922,4286,SC-00040,ALCOLU,29001,CLARENDON,SC,"123,833.00","119,733.00","4,100.00","18,700.00","18,700.00",0.00
14921,14922,4286,SC-00040,ALLENDALE,29810,ALLENDALE,SC,"4,423.00","4,423.00",0.00,"4,500.00","4,500.00",0.00
14921,14922,4286,SC-00040,ALVIN,29479,BERKELEY,SC,"47,155.00","39,340.00","7,815.00",0.00,0.00,0.00
14921,14922,4286,SC-00040,ANDREWS,29510,GEORGETOWN,SC,"577,822.00","462,997.00","114,825.00","317,600.00","250,400.00","67,200.00"
14921,14922,4286,SC-00040,ANDREWS,29510,WILLIAMSBURG,SC,"215,507.00","195,812.00","19,695.00","28,000.00","25,000.00","3,000.00"
14921,14922,4286,SC-00040,AYNOR,29511,HORRY,SC,"137,527.00","124,322.00","13,205.00","70,800.00","68,600.00","2,200.00"
14921,14922,4286,SC-00040,BAMBERG,29003,BAMBERG,SC,"35,839.00","35,839.00",0.00,"32,200.00","32,200.00",0.00
